Temperature,Precipitation,Humidity,WindSpeed,WindDir,CloudCover,Pressure
3.6002455,0.4,95.19762,11.183201,356.30862,100.0,1013.2
3.4702454,0.1,96.14667,11.212135,354.47247,99.0,1013.8
3.4102454,0.2,96.14385,12.015589,351.38434,99.0,1014.3
3.5402455,0.2,96.149956,14.154915,352.69427,100.0,1014.6
4.1002455,0.2,95.76707,12.181625,341.0296,91.0,1014.9
4.3702455,0.1,92.90125,13.138765,350.5377,96.0,1014.9
4.7402453,0.2,88.47911,13.039754,353.65985,83.0,1014.3
4.730245,0.1,88.03747,12.6462,355.1009,93.0,1014.4
4.5402455,0.2,88.52173,15.856356,2.6025543,93.0,1014.9
4.0402455,0.2,88.5971,15.188415,5.440323,90.0,1015.6
3.4702454,0.2,89.49933,15.745627,10.539185,92.0,1016.2
2.7902455,0.2,90.27736,16.454008,10.080597,93.0,1017.0
2.2102454,0.3,90.68294,15.893093,13.091873,97.0,1017.8
1.7202454,0.2,91.16808,15.893093,13.091873,97.0,1018.5
1.3402455,0.2,90.53691,16.418526,15.255127,96.0,1018.8
0.9502454,0.1,89.11544,15.111424,12.380737,95.0,1019.2
0.4902454,0.0,88.93581,13.493999,9.211014,97.0,1019.9
0.080245405,0.0,87.45406,15.39184,10.7842865,85.0,1019.9
-0.35975462,0.0,86.6239,16.167967,11.560135,64.0,1020.0
-0.72975457,0.0,85.547104,15.39184,10.7842865,83.0,1020.4
-0.9597546,0.0,84.81319,14.917212,8.325638,90.0,1020.8
-1.1597546,0.0,83.51814,14.685176,11.309921,93.0,1020.8
-1.1797546,0.0,81.460526,14.408997,12.994629,92.0,1021.1
-1.1897546,0.0,79.14838,13.896187,16.557053,97.0,1021.3
-1.1797546,0.0,77.308586,13.450708,15.524109,88.0,1021.8
-1.1797546,0.0,75.90907,13.1041975,15.945404,93.0,1022.0
-1.0897546,0.0,74.892456,13.32,18.924637,81.0,1022.2
-0.9497546,0.0,74.63593,14.33234,25.27771,86.0,1022.3
-0.7197546,0.0,71.5616,15.484185,35.53766,95.0,1022.9
-0.61975455,0.0,69.63993,14.982228,35.217575,95.0,1022.6
-0.3797546,0.0,68.53212,14.84318,39.09384,92.0,1022.2
-0.28975457,0.0,67.978546,15.021105,44.028976,96.0,1022.6
-0.2697546,0.0,68.03541,15.273505,44.999985,96.0,1022.5
-0.34975457,0.0,68.22504,15.30741,48.81407,91.0,1022.7
-0.5697546,0.0,68.80295,11.720751,42.510437,64.0,1023.0
-0.76975465,0.0,69.445244,11.525623,38.659805,72.0,1023.5
-0.9597546,0.0,70.04352,11.246759,39.805573,76.0,1024.0
-1.0797546,0.0,71.09922,10.233123,39.2894,76.0,1024.2
-0.98975456,0.0,71.173904,9.931042,43.53119,63.0,1024.3
-1.0197546,0.0,71.82452,11.457958,43.726974,63.0,1024.2
-0.9597546,0.0,73.279915,10.685391,32.619232,79.0,1024.9
-1.0397546,0.0,73.76836,9.826088,28.442917,77.0,1025.2
-1.1997546,0.0,73.509674,9.983106,25.640991,65.0,1025.0
-1.5697545,0.0,74.224075,10.163227,22.932098,71.0,1025.1
-1.9097546,0.0,74.72531,10.144082,27.474426,53.0,1025.1
-2.1097546,0.0,74.62677,9.19939,30.579224,50.0,1025.3
-2.6397548,0.0,76.38059,9.085988,33.690063,53.0,1025.2
-2.7997546,0.0,75.12037,8.435069,39.805573,50.0,1025.1
-2.8797545,0.0,73.492256,7.653705,41.18593,47.0,1025.1
-2.9797544,0.0,72.33781,7.127636,44.999985,33.0,1025.4
-2.9897547,0.0,74.041084,7.2,53.130096,40.0,1025.5
-2.8297548,0.0,72.42716,7.4128532,60.945396,25.0,1025.7
-2.7397547,0.0,75.42347,7.24486,63.43495,51.0,1026.7
-2.4497547,0.0,74.90242,5.815978,68.19859,65.0,1026.5
-2.1897545,0.0,74.897995,6.1305785,49.76364,87.0,1026.2
-1.9597546,0.0,74.31415,5.1165614,50.7106,96.0,1026.0
-1.8497547,0.0,74.3941,4.1046314,37.87497,98.0,1026.2
-1.9097546,0.0,76.230736,4.8433046,48.01277,97.0,1026.3
-2.7297544,0.0,83.85702,5.0911684,44.999985,98.0,1026.2
-2.5297546,0.0,82.30205,5.0911684,44.999985,100.0,1026.6
-2.3197546,0.0,83.40833,4.6938257,57.5288,100.0,1026.8
-2.5497546,0.6,87.33327,4.2136917,70.016884,100.0,1027.2
-2.6197548,0.6,88.05649,4.452954,75.96376,100.0,1027.0
-2.4497547,0.6,86.03032,4.6938252,85.60129,100.0,1026.8
-2.5597544,0.5,90.97576,4.379589,80.537674,97.0,1027.5
-2.6297545,0.4,91.31327,4.5536795,108.434944,93.0,1027.2
-2.6497545,0.2,91.79538,4.510787,118.61046,94.0,1027.0
-2.7097545,0.1,92.067665,2.6208394,105.9454,95.0,1026.7
-2.8797545,0.0,93.24274,2.1897945,80.537674,82.0,1026.7
-2.7497544,0.0,92.34266,2.1897945,80.537674,73.0,1026.6
-2.8797545,0.0,91.6357,2.5455842,81.869896,69.0,1026.4
-3.0297546,0.0,91.13705,1.8,89.99999,61.0,1026.2
-3.2197547,0.0,89.81249,2.1897945,99.46232,42.0,1026.3
-3.3897548,0.0,88.97692,3.2599385,96.34019,9.6,1026.2
-3.2197547,0.0,87.31645,2.9024127,97.125015,19.5,1026.5
-2.3397546,0.0,85.65405,3.319036,102.52881,46.0,1026.6
-1.3397546,0.0,83.743935,4.32,89.99999,70.0,1027.9
-0.4297546,0.0,82.814476,5.634891,116.56505,78.0,1027.8
0.23024541,0.0,81.32003,4.6938257,122.47119,83.0,1027.3
0.8202454,0.0,81.051346,3.9763298,84.805565,86.0,1027.0
0.9502454,0.0,80.35215,5.0142193,68.96249,90.0,1026.8
0.100245416,0.0,87.13257,4.829907,63.43495,35.0,1026.7
-1.3197546,0.0,86.893906,5.692099,55.304832,10.8,1026.6
-2.1197548,0.0,90.47174,6.193674,54.46232,3.6000001,1026.7
-2.0697546,0.0,90.81773,5.95906,64.98311,3.3000002,1026.9
-2.1897545,0.0,91.76784,6.6185193,67.61986,3.3000002,1027.1
-2.5497546,0.0,91.183044,6.6185193,67.61986,1.2,1027.4
-2.8097544,0.0,91.711464,6.6185193,67.61986,1.8000001,1027.3
-2.9097548,0.0,91.0796,5.6920996,71.56504,14.0,1028.0
-3.1097546,0.0,90.71539,4.3349743,94.76365,3.0,1028.3
-3.3197546,0.0,91.10898,3.4152596,71.56504,4.5,1028.1
-3.3797545,0.0,90.55046,3.8268526,41.18593,6.6000004,1028.2
-3.519755,0.0,89.16612,4.1046314,52.125,8.0,1028.1
-3.5397549,0.0,88.21562,2.6208394,74.054596,6.0,1028.3
-3.4497547,0.0,86.02789,2.6208394,74.054596,12.0,1028.0
-4.0097547,0.0,87.41808,4.1046314,52.125,14.0,1027.8
-4.1097546,0.0,87.742004,5.3517847,47.726303,14.0,1028.2
-4.369755,0.0,88.59176,6.3690495,47.29059,14.0,1028.3
-3.8697548,0.0,89.12675,6.3690495,47.29059,12.0,1028.7
-2.4897547,0.0,85.04981,4.8965297,36.027374,14.0,1029.0
-3.6697545,0.0,85.14428,4.6102495,51.34018,27.0,1030.1
-2.1897545,0.0,84.70507,5.5887027,75.06858,17.0,1029.9
-1.4197546,0.0,83.10207,5.991594,57.26477,13.0,1029.3
-0.8197546,0.0,82.75533,6.3690495,42.70938,11.0,1028.9
-0.97975457,0.0,83.356255,6.297428,30.963745,8.0,1028.8
-2.3597546,0.0,85.45649,4.896529,17.102722,11.0,1028.7
-2.8797545,0.0,85.77664,7.172949,17.525558,7.0,1029.4
-4.309755,0.0,87.91999,8.699793,24.443954,5.0,1030.1
-4.1297545,0.0,89.16565,7.145796,40.914368,7.0,1030.2
-5.0697546,0.0,90.93498,7.653705,48.81407,5.0,1030.5
-4.8597546,0.0,91.02635,7.8954163,46.847595,2.0,1031.1
-4.459755,0.0,90.09265,6.6087217,60.64225,0.0,1030.9
-4.559755,0.0,89.25407,4.3349743,94.76365,2.0,1032.0
-4.829755,0.0,89.36116,4.896529,107.10272,1.0,1032.0
-5.1897545,0.0,88.97525,4.2136917,109.9831,0.0,1031.6
-5.309755,0.0,88.41118,4.5536795,71.56504,0.0,1031.9
-5.4897547,0.0,88.80216,5.2416787,74.054596,0.0,1031.8
-5.559755,0.0,89.90368,5.6920996,71.56504,0.0,1031.8
-5.639755,0.0,89.5465,5.6920996,71.56504,3.0,1031.7
-6.1097546,0.0,90.263626,5.0528407,85.91438,2.0,1031.5
-6.4697547,0.0,90.436066,4.73506,98.74616,6.0,1031.7
-6.389755,0.0,90.79842,5.0528407,85.91438,4.0,1031.9
-5.209755,0.0,90.43026,4.68,89.99999,3.0,1032.0
-3.5397549,0.0,85.68674,3.319036,77.47118,1.0,1031.9
-2.9297547,0.0,80.800255,3.4152596,71.56504,16.0,1033.9
-3.6797547,0.0,86.459854,3.2599385,83.65981,19.0,1033.6
-2.6397548,0.0,83.67865,3.6,53.130096,14.0,1032.5
-2.0997548,0.0,82.87261,4.6938257,32.47119,13.0,1032.1
-2.2197547,0.0,83.23325,3.8773184,21.801407,8.0,1031.3
-2.8197546,0.0,84.22872,4.6938252,4.398697,5.0,1031.3
-3.8997545,0.0,88.03751,6.5693827,9.462311,5.0,1031.4
-4.289755,0.0,91.01352,5.95906,25.016876,3.0,1031.2
-3.769755,0.0,90.92613,5.0911684,44.999985,1.0,1031.3
-4.3997545,0.0,92.54983,5.692099,55.304832,2.0,1031.6
-4.6097546,0.0,92.176994,5.315336,61.699234,3.0,1031.7
-4.3397546,0.0,91.70865,4.896529,72.89727,5.0,1031.5
-5.1997547,0.0,92.193695,3.2599385,96.34019,52.0,1032.3
-5.5697546,0.0,93.09043,4.39436,124.99202,36.0,1031.9
-5.289755,0.0,92.54173,4.1046314,127.874985,26.0,1031.4
-4.6597548,0.0,91.186516,3.0547013,135.0,33.0,1031.1
-4.7597547,0.0,90.33835,2.0364676,135.0,73.0,1030.2
-4.849755,0.0,89.35889,3.0547013,135.0,71.0,1029.8
-5.1697545,0.0,89.3917,3.6,143.1301,69.0,1029.4
-5.7197547,0.0,91.93139,4.39436,145.00798,69.0,1029.4
-6.119755,0.0,93.47709,4.198285,149.03624,69.0,1029.3
-6.039755,0.0,93.628914,3.7064266,150.94539,71.0,1029.3
-7.249755,0.0,94.632065,3.8773184,158.1986,68.0,1029.3
-7.269755,0.0,93.67189,4.510787,151.38954,27.0,1028.8
-5.0697546,0.0,90.93498,3.6179552,174.28941,34.0,1030.1
-3.9197545,0.0,86.49453,4.32,180.0,21.0,1029.2
-2.9497547,0.0,83.31285,4.2136917,199.98311,22.0,1027.8
-2.4497547,0.0,83.071556,5.154415,204.77515,15.0,1026.7
-2.0897546,0.0,80.387764,5.154415,204.77515,6.0,1025.7
-1.8897547,0.0,79.38657,4.802999,192.99461,7.0,1025.1
-1.9797546,0.0,81.57829,5.3999996,180.0,4.0,1024.8
-3.769755,0.0,87.9858,5.4477882,172.40535,4.0,1024.3
-4.709755,0.0,91.603096,5.8048253,172.87498,3.0,1024.1
-4.709755,0.0,91.603096,6.87779,173.991,2.0,1023.8
-4.749755,0.0,91.037415,6.924738,171.02737,0.6,1023.3
-4.869755,0.0,90.18758,6.28713,166.75948,1.0,1022.6
-4.8997545,0.0,88.66583,5.5887027,165.06857,3.0,1023.3
-5.1497545,0.0,88.77352,6.28713,166.75948,2.0,1022.9
-5.269755,0.0,88.621864,6.28713,166.75948,6.0,1022.0
-5.619755,0.0,89.34037,6.725354,164.47589,11.0,1021.0
-6.099755,0.0,89.77367,6.725354,164.47589,20.0,1020.3
-6.349755,0.0,88.83815,6.924738,171.02737,13.0,1019.9
-6.499755,0.0,89.308235,6.489992,176.82018,18.0,1019.1
-6.459755,0.0,87.925064,5.8603754,169.38034,15.0,1018.6
-6.6597548,0.0,87.41776,6.6185193,157.61987,8.0,1018.4
-6.6297545,0.0,86.73746,6.489992,146.30994,11.0,1018.1
-6.079755,0.0,83.408844,5.3999996,143.1301,7.0,1017.6
-4.829755,0.0,82.37732,2.968636,165.96376,10.0,1016.9
-5.209755,0.0,86.85971,5.8048253,172.87498,6.0,1018.0
-2.8397546,0.0,77.707695,6.489992,183.17982,10.0,1016.9
-1.1997546,0.0,70.04216,6.9899354,191.88866,8.0,1015.1
-0.8097546,0.0,70.88783,6.9527545,201.2505,1.0,1013.7
0.1202454,0.0,69.17516,5.634891,206.56505,2.0,1012.5
-0.9197546,0.0,81.01195,7.968939,198.43495,30.0,1011.7
-1.7597545,0.0,81.05778,7.69592,190.7843,70.0,1011.1
-1.1197546,0.0,77.496346,6.725354,195.52411,68.0,1010.5
-0.75975454,0.0,76.97783,8.39657,210.96376,65.0,1010.6
-0.48975456,0.0,84.81446,9.504272,232.69606,73.0,1010.9
-0.6797546,0.0,87.23329,8.534353,242.35403,54.0,1011.0
-0.3097546,0.0,86.30788,7.5942082,238.57043,51.0,1010.9
-0.51975465,0.0,89.55692,7.145796,220.91438,19.0,1011.2
-0.49975455,0.0,89.02767,7.8954163,223.15239,16.0,1011.1
-1.0097545,0.0,89.907646,8.0899935,237.72437,17.0,1010.7
-1.0997546,0.0,89.36266,7.8954163,245.77226,34.0,1010.7
-1.0197546,0.0,86.28188,8.0899935,237.72437,57.0,1010.4
-1.1397547,0.0,85.87866,7.289445,237.09476,68.0,1010.5
-0.61975455,0.0,84.037476,6.696387,233.74615,73.0,1010.3
-0.62975454,0.0,84.28842,6.193674,234.46233,79.0,1010.2
-0.4297546,0.0,83.938866,6.638072,220.6013,71.0,1010.0
-1.0897546,0.0,83.7174,6.989936,214.50853,49.0,1009.7
-1.0097545,0.0,83.28908,7.9036193,210.06859,46.0,1009.7
-0.34975457,0.0,82.57865,6.9153743,218.65982,41.0,1009.4
1.5202454,0.0,75.01767,10.514218,231.95296,57.0,1009.3
2.0202456,0.0,72.10111,13.363711,242.74467,68.0,1008.8
2.1202455,0.0,71.7467,15.978484,247.47943,86.0,1008.2
2.0402455,0.0,73.07982,15.39184,259.2157,79.0,1008.4
1.9802454,0.0,74.82919,14.471821,264.28943,84.0,1008.8
1.7302454,0.1,76.923965,13.684735,268.49255,90.0,1009.6
1.5102453,0.1,78.85028,12.261158,266.63354,49.0,1010.3
1.1102455,0.2,80.497955,10.105681,265.91437,51.0,1011.2
0.5902454,0.2,78.27861,9.007196,267.7094,48.0,1012.0
-0.46975458,0.0,78.976425,7.9526596,264.80557,53.0,1012.9
-0.8497546,0.0,80.59661,6.162207,263.29016,53.0,1013.6
-2.4797544,0.0,81.37231,4.802999,257.00537,60.0,1013.9
-1.6297547,0.0,80.71067,5.771239,266.42368,60.0,1014.3
-2.8997545,0.0,83.96001,6.28713,256.7595,66.0,1014.6
-3.7797546,0.0,85.0633,5.1919937,236.30994,66.0,1014.5
-4.2797546,0.0,85.58444,5.1919937,213.69006,59.0,1014.8
-5.209755,0.0,87.062256,4.6938252,184.39871,48.0,1014.8
-5.8997545,0.0,89.865974,4.1046314,164.74487,36.0,1014.8
-6.3197546,0.0,91.089485,3.6,143.1301,30.0,1014.6
-6.6297545,0.0,90.4895,4.39436,124.99202,23.7,1014.2
-6.9097548,0.0,90.88572,5.0911684,135.0,26.1,1013.6
-6.6697545,0.0,89.638916,5.1165614,140.71059,27.6,1013.6
-5.789755,0.0,87.94078,5.0911684,135.0,27.300001,1013.7
-3.5497546,0.0,83.992226,3.096837,125.537674,17.400002,1013.4
-2.2397547,0.0,81.722725,3.7064266,150.94539,11.400001,1013.6
-0.6797546,0.0,75.03223,4.896529,162.89728,11.700001,1013.3
0.5402454,0.0,68.38361,5.6920996,161.56505,9.0,1012.3
1.4602454,0.0,64.08035,5.1544156,167.90524,3.0,1011.1
1.8202454,0.0,62.58501,3.219938,153.43495,8.0,1010.5
1.5902454,0.0,59.49782,3.8939953,123.69006,26.400002,1010.2
0.9502454,0.0,64.43986,4.39436,124.99202,26.400002,1010.3
-2.0797548,0.0,78.08904,5.4833565,113.19859,42.0,1010.4
-3.6297545,0.0,86.13563,4.379589,99.46232,75.0,1009.9
-3.3697548,0.0,87.03128,4.2136917,109.9831,45.0,1009.2
-2.4497547,0.0,84.09029,3.8939953,123.69006,52.0,1008.3
-1.6697546,0.0,81.44281,4.6102495,141.34018,83.0,1007.5
-1.1897546,0.0,81.64383,3.0547013,135.0,93.0,1006.9
-0.9697546,0.0,84.62088,5.00128,149.74356,98.0,1006.2
-0.6697546,0.4,89.47469,5.00128,149.74356,100.0,1005.3
-0.49975455,0.7,94.39894,5.1919937,146.30994,100.0,1004.1
-0.24975461,0.6,95.88794,5.692099,145.30484,100.0,1003.4
0.040245414,0.3,96.752235,6.3690495,137.2906,99.0,1002.5
0.2702454,0.3,97.3314,7.145796,139.08562,96.0,1001.2
0.6602454,0.7,98.20312,7.6367526,135.0,99.0,999.9
0.89024544,1.3,98.64041,8.404285,133.26428,100.0,998.4
1.4902453,1.6,97.66435,8.14587,135.0,100.0,997.0
1.9902455,1.7,97.472015,8.287822,145.61966,100.0,995.9
2.5402455,1.2,97.21345,9.085988,146.30994,99.0,995.3
2.5102453,1.2,97.0727,10.137692,163.49564,96.0,995.2
4.150245,0.9,95.02435,10.390226,165.96376,100.0,993.9
5.7002454,0.8,94.17682,11.212135,174.47246,75.0,992.6
8.210245,0.0,90.37079,12.245294,181.68468,82.0,991.4
9.760245,0.2,87.334946,11.885453,181.7357,45.0,990.4
10.200245,0.0,87.61889,11.252519,187.35239,93.0,990.0
10.160245,0.2,89.42645,13.009903,194.42078,95.0,990.0
10.200245,0.5,91.21186,15.937878,198.43495,99.0,990.2
10.500245,0.7,90.98692,17.917007,202.44275,99.0,990.3
10.530245,0.4,90.12921,17.114204,202.24902,94.0,990.0
